timestamp, memory.used [MiB], memory.free [MiB], utilization.gpu [%]
2026/05/22 03:44:25.342, 10189 MiB, 5755 MiB, 16 %
2026/05/22 03:44:25.842, 10253 MiB, 5691 MiB, 0 %
2026/05/22 03:44:26.342, 10285 MiB, 5659 MiB, 0 %
2026/05/22 03:44:26.842, 10349 MiB, 5595 MiB, 19 %
2026/05/22 03:44:27.342, 10413 MiB, 5531 MiB, 0 %
2026/05/22 03:44:27.843, 10413 MiB, 5531 MiB, 0 %
2026/05/22 03:44:28.343, 10509 MiB, 5435 MiB, 12 %
2026/05/22 03:44:28.843, 10573 MiB, 5371 MiB, 0 %
2026/05/22 03:44:29.343, 10605 MiB, 5339 MiB, 0 %
2026/05/22 03:44:29.843, 10669 MiB, 5275 MiB, 11 %
2026/05/22 03:44:30.344, 10701 MiB, 5243 MiB, 0 %
2026/05/22 03:44:30.844, 10765 MiB, 5179 MiB, 0 %
2026/05/22 03:44:31.344, 10829 MiB, 5115 MiB, 10 %
2026/05/22 03:44:31.844, 10893 MiB, 5051 MiB, 0 %
2026/05/22 03:44:32.344, 10893 MiB, 5051 MiB, 0 %
2026/05/22 03:44:32.845, 10989 MiB, 4955 MiB, 12 %
2026/05/22 03:44:33.345, 11053 MiB, 4891 MiB, 0 %
2026/05/22 03:44:33.845, 11085 MiB, 4859 MiB, 0 %
2026/05/22 03:44:34.345, 11149 MiB, 4795 MiB, 4 %
2026/05/22 03:44:34.846, 11181 MiB, 4763 MiB, 0 %
2026/05/22 03:44:35.346, 11245 MiB, 4699 MiB, 0 %
2026/05/22 03:44:35.846, 11277 MiB, 4667 MiB, 19 %
2026/05/22 03:44:36.346, 11373 MiB, 4571 MiB, 0 %
2026/05/22 03:44:36.846, 11373 MiB, 4571 MiB, 0 %
2026/05/22 03:44:37.347, 11469 MiB, 4475 MiB, 12 %
2026/05/22 03:44:37.847, 11533 MiB, 4411 MiB, 0 %
2026/05/22 03:44:38.347, 11565 MiB, 4379 MiB, 0 %
2026/05/22 03:44:38.847, 11597 MiB, 4347 MiB, 12 %
2026/05/22 03:44:39.348, 11661 MiB, 4283 MiB, 0 %
2026/05/22 03:44:39.848, 11725 MiB, 4219 MiB, 0 %
2026/05/22 03:44:40.348, 11757 MiB, 4187 MiB, 10 %
2026/05/22 03:44:40.848, 11853 MiB, 4091 MiB, 0 %
2026/05/22 03:44:41.348, 11853 MiB, 4091 MiB, 0 %
2026/05/22 03:44:41.849, 11949 MiB, 3995 MiB, 11 %
2026/05/22 03:44:42.349, 12013 MiB, 3931 MiB, 0 %
2026/05/22 03:44:42.849, 12045 MiB, 3899 MiB, 0 %
2026/05/22 03:44:43.349, 12077 MiB, 3867 MiB, 11 %
2026/05/22 03:44:43.849, 12141 MiB, 3803 MiB, 0 %
2026/05/22 03:44:44.350, 12205 MiB, 3739 MiB, 0 %
2026/05/22 03:44:44.850, 12237 MiB, 3707 MiB, 12 %
2026/05/22 03:44:45.350, 12301 MiB, 3643 MiB, 0 %
2026/05/22 03:44:45.850, 12365 MiB, 3579 MiB, 0 %
2026/05/22 03:44:46.350, 12397 MiB, 3547 MiB, 0 %
2026/05/22 03:44:46.851, 12461 MiB, 3483 MiB, 7 %
2026/05/22 03:44:47.351, 12493 MiB, 3451 MiB, 0 %
2026/05/22 03:44:47.851, 12557 MiB, 3387 MiB, 12 %
2026/05/22 03:44:48.351, 12589 MiB, 3355 MiB, 0 %
2026/05/22 03:44:48.851, 12685 MiB, 3259 MiB, 11 %
2026/05/22 03:44:49.352, 12717 MiB, 3227 MiB, 10 %
2026/05/22 03:44:49.852, 12781 MiB, 3163 MiB, 0 %
2026/05/22 03:44:50.352, 12845 MiB, 3099 MiB, 0 %
2026/05/22 03:44:50.852, 12877 MiB, 3067 MiB, 0 %
2026/05/22 03:44:51.352, 12941 MiB, 3003 MiB, 0 %
2026/05/22 03:44:51.853, 12973 MiB, 2971 MiB, 0 %
2026/05/22 03:44:52.353, 13037 MiB, 2907 MiB, 12 %
2026/05/22 03:44:52.853, 13069 MiB, 2875 MiB, 0 %
2026/05/22 03:44:53.353, 13165 MiB, 2779 MiB, 11 %
2026/05/22 03:44:53.853, 13165 MiB, 2779 MiB, 13 %
2026/05/22 03:44:54.354, 13261 MiB, 2683 MiB, 0 %
2026/05/22 03:44:54.854, 13293 MiB, 2651 MiB, 0 %
2026/05/22 03:44:55.354, 13357 MiB, 2587 MiB, 0 %
2026/05/22 03:44:55.854, 13421 MiB, 2523 MiB, 11 %
2026/05/22 03:44:56.354, 13453 MiB, 2491 MiB, 0 %
